"serial_no","category","intm_id","page","name","trade_name","registration_no","email","telephone","fax_no","address","contact_person","correspondence_address","correspondence_email","correspondence_telephone","correspondence_fax","website","exchange_name","emails_all","phone_numbers_all","validity","source_url"
"11","Registered Stock Brokers in equity segment","30","1","A C AGARWAL SHARE BROKERS PRIVATE LIMITED","A C AGARWAL SHARE BROKERS PRIVATE LIMITED","INB011326437","","","","","","","","","","","BOMBAY STOCK EXCHANGE LIMITED","","","Nov 23, 2010 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"12","Registered Stock Brokers in equity segment","30","1","A C AGARWAL SHARE BROKERS PRIVATE LIMITED","A C AGARWAL SHARE BROKERS PRIVATE LIMITED","INZ000216930","aca.compliance@acagarwal.com","912652361059","","406 , Payal Co Op Soc. Sayajiganj","","","","","","","BOMBAY STOCK EXCHANGE LIMITED","aca.compliance@acagarwal.com","912652361059","Jan 13, 2009 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"13","Registered Stock Brokers in equity segment","30","1","A C AGARWAL SHARE BROKERS PRIVATE LIMITED","A C AGARWAL SHARE BROKERS PRIVATE LIMITED","INZ000216930","aca.compliance@acagarwal.com","912652361059","","406 , Payal Co Op Soc. Sayajiganj","","","","","","","METROPOLITAN STOCK EXCHANGE","aca.compliance@acagarwal.com","912652361059","Jan 13, 2009 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"14","Registered Stock Brokers in equity segment","30","1","A C AGARWAL SHARE BROKERS PRIVATE LIMITED","A C AGARWAL SHARE BROKERS PRIVATE LIMITED","INZ000216930","aca.compliance@acagarwal.com","912652361059","","406 , Payal Co Op Soc. Sayajiganj","","","","","","","NATIONAL STOCK EXCHANGE OF INDIA LIMITED","aca.compliance@acagarwal.com","912652361059","Jan 13, 2009 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"15","Registered Stock Brokers in equity segment","30","1","A C AGARWAL SHARE BROKERS PRIVATE LIMITED","A C AGARWAL SHARE BROKERS PRIVATE LIMITED","INZ000216930","aca.compliance@acagarwal.com","912652361059","","406 , Payal Co Op Soc. Sayajiganj","","","","","","","NSE Clearing Limited","aca.compliance@acagarwal.com","912652361059","Jan 13, 2009 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"16","Registered Stock Brokers in equity segment","30","1","A C CHOKSI SHARE BROKERS PRIVATE LIMITED","A C CHOKSI SHARE BROKERS PRIVATE LIMITED","INB260992939","","","","","","","","","","","METROPOLITAN STOCK EXCHANGE","","","Feb 22, 2013 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"17","Registered Stock Brokers in equity segment","30","1","A K STOCK BROKING SERVICES (P) LTD","A K STOCK BROKING SERVICES (P) LTD","INB030946535","","","","","","","","","","","CALCUTTA STOCK EXCHANGE","","","Dec 06, 1996 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"18","Registered Stock Brokers in equity segment","30","1","A SWAMINATHAN","A SWAMINATHAN","INZ000173014","pla.swaminathan@gmail.com","04522633111","","33 II FLOOR LANDMARK MUTHUS MEDICKAL AGENCIES PREMISES NORTH KRISHNAN KOVIL STREET","","","","","","","NATIONAL STOCK EXCHANGE OF INDIA LIMITED","pla.swaminathan@gmail.com","04522633111","Mar 28, 2018 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"19","Registered Stock Brokers in equity segment","30","1","A SWAMINATHAN","A SWAMINATHAN","INZ000173014","pla.swaminathan@gmail.com","04522633111","","33 II FLOOR LANDMARK MUTHUS MEDICKAL AGENCIES PREMISES NORTH KRISHNAN KOVIL STREET","","","","","","","NSE Clearing Limited","pla.swaminathan@gmail.com","04522633111","Mar 28, 2018 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"20","Registered Stock Brokers in equity segment","30","1","A TO Z STOCK TRADE PRIVATE LIMITED","A TO Z STOCK TRADE PRIVATE LIMITED","INB011290633","","","","","","","","","","","BOMBAY STOCK EXCHANGE LIMITED","","","Aug 11, 2011 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"21","Registered Stock Brokers in equity segment","30","1","A&G STOCK BROKING & CO","A&G STOCK BROKING & CO","INZ000305026","angstockbroking@gmail.com","9102178530376655","","PLOT NO.275,AMBIKA NAGAR, MIDC ROAD SOLAPUR","","","","","","","NSE Clearing Limited","angstockbroking@gmail.com","9102178530376655","Mar 07, 2022 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"22","Registered Stock Brokers in equity segment","30","1","A&G STOCK BROKING & CO","A&G STOCK BROKING & CO","INZ000305026","angstockbroking@gmail.com","9102178530376655","","PLOT NO.275,AMBIKA NAGAR, MIDC ROAD SOLAPUR","","","","","","","NATIONAL STOCK EXCHANGE OF INDIA LIMITED","angstockbroking@gmail.com","9102178530376655","Mar 07, 2022 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"23","Registered Stock Brokers in equity segment","30","1","A. C. CHOKSI SHARE BROKERS PVT. LTD.","A. C. CHOKSI SHARE BROKERS PVT. LTD.","INZ000198136","COMPLIANCE@ACCHOKSI.COM","9102222044000","","ITTS HOUSE,2ND FLOOR, ROPE WALK STREET,KALAGHODA28,K.DUBASH MARG","","","","","","","BOMBAY STOCK EXCHANGE LIMITED","COMPLIANCE@ACCHOKSI.COM","9102222044000","Jan 13, 1998 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"24","Registered Stock Brokers in equity segment","30","1","A. C. CHOKSI SHARE BROKERS PVT. LTD.","A. C. CHOKSI SHARE BROKERS PVT. LTD.","INZ000198136","COMPLIANCE@ACCHOKSI.COM","9102222044000","","ITTS HOUSE,2ND FLOOR, ROPE WALK STREET,KALAGHODA28,K.DUBASH MARG","","","","","","","INDIAN CLEARING CORPORATION LIMITED(ICCL)","COMPLIANCE@ACCHOKSI.COM","9102222044000","Jan 13, 1998 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"25","Registered Stock Brokers in equity segment","30","1","A. K. EQUITIES PVT. LTD.","A. K. EQUITIES PVT. LTD.","INZ000239939","compliance@akequities.com","0917039780793","","4th Floor, Kalpataru Heritage 127, M. G. Road, Fort","","","","","","","BOMBAY STOCK EXCHANGE LIMITED","compliance@akequities.com","0917039780793","Sep 15, 2003 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"26","Registered Stock Brokers in equity segment","30","2","A. K. EQUITIES PVT. LTD.","A. K. EQUITIES PVT. LTD.","INZ000239939","compliance@akequities.com","0917039780793","","4th Floor, Kalpataru Heritage 127, M. G. Road, Fort","","","","","","","NATIONAL STOCK EXCHANGE OF INDIA LIMITED","compliance@akequities.com","0917039780793","Sep 15, 2003 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"27","Registered Stock Brokers in equity segment","30","2","A. K. EQUITIES PVT. LTD.","A. K. EQUITIES PVT. LTD.","INZ000239939","compliance@akequities.com","0917039780793","","4th Floor, Kalpataru Heritage 127, M. G. Road, Fort","","","","","","","NSE Clearing Limited","compliance@akequities.com","0917039780793","Sep 15, 2003 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"28","Registered Stock Brokers in equity segment","30","2","A. K. EQUITIES PVT. LTD.","A. K. EQUITIES PVT. LTD.","INB011198539","","","","","","","","","","","NATIONAL STOCK EXCHANGE OF INDIA LIMITED","","","Sep 15, 2003 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"29","Registered Stock Brokers in equity segment","30","2","A. K. EQUITIES PVT. LTD.","A. K. EQUITIES PVT. LTD.","INZ000239939","compliance@akequities.com","0917039780793","","4th Floor, Kalpataru Heritage 127, M. G. Road, Fort","","","","","","","INDIAN CLEARING CORPORATION LIMITED(ICCL)","compliance@akequities.com","0917039780793","Sep 15, 2003 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"30","Registered Stock Brokers in equity segment","30","2","A. K. STOCKMART PRIVATE LIMITED","A. K. STOCKMART PRIVATE LIMITED","INZ000240830","compliance.akspl@akgroup.co.in","9102267546500","9102267544666","601-602, 6th Floor, Windsor, Off CST Road Kalina, Santacruz (East)","","","","","","","BOMBAY STOCK EXCHANGE LIMITED","compliance.akspl@akgroup.co.in","9102267546500","Jun 14, 2006 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"31","Registered Stock Brokers in equity segment","30","2","A. K. STOCKMART PRIVATE LIMITED","A. K. STOCKMART PRIVATE LIMITED","INZ000240830","compliance.akspl@akgroup.co.in","9102267546500","9102267544666","601-602, 6th Floor, Windsor, Off CST Road Kalina, Santacruz (East)","","","","","","","NATIONAL STOCK EXCHANGE OF INDIA LIMITED","compliance.akspl@akgroup.co.in","9102267546500","Jun 14, 2006 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"32","Registered Stock Brokers in equity segment","30","2","A. K. STOCKMART PRIVATE LIMITED","A. K. STOCKMART PRIVATE LIMITED","INZ000240830","compliance.akspl@akgroup.co.in","9102267546500","9102267544666","601-602, 6th Floor, Windsor, Off CST Road Kalina, Santacruz (East)","","","","","","","INDIAN CLEARING CORPORATION LIMITED(ICCL)","compliance.akspl@akgroup.co.in","9102267546500","Jun 14, 2006 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"33","Registered Stock Brokers in equity segment","30","2","A. K. STOCKMART PRIVATE LIMITED","A. K. STOCKMART PRIVATE LIMITED","INZ000240830","compliance.akspl@akgroup.co.in","9102267546500","9102267544666","601-602, 6th Floor, Windsor, Off CST Road Kalina, Santacruz (East)","","","","","","","NSE Clearing Limited","compliance.akspl@akgroup.co.in","9102267546500","Jun 14, 2006 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"34","Registered Stock Brokers in equity segment","30","2","A. N. SECURITIES","A. N. SECURITIES","INZ000292027","abhishek1993jain@gmail.com","919910156233","","A-16,SURAJMAL VIHAR,","","","","","","","NATIONAL STOCK EXCHANGE OF INDIA LIMITED","abhishek1993jain@gmail.com","919910156233","Jan 18, 2011 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"35","Registered Stock Brokers in equity segment","30","2","A. N. SECURITIES","A. N. SECURITIES","INZ000292027","abhishek1993jain@gmail.com","919910156233","","A-16,SURAJMAL VIHAR,","","","","","","","NATIONAL STOCK EXCHANGE OF INDIA LIMITED","abhishek1993jain@gmail.com","919910156233","Jan 18, 2011 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"36","Registered Stock Brokers in equity segment","30","2","A.A.DOSHI SHARE & STOCK BROKERS LIMITED","A.A.DOSHI SHARE & STOCK BROKERS LIMITED","INZ000212336","info@aadoshi.in","9102222721086","","R-711, ROTUNDA BUILDING BOMBAY SAMACHAR MARG, FORT","","","","","","","INDIAN CLEARING CORPORATION LIMITED(ICCL)","info@aadoshi.in","9102222721086","Oct 12, 1994 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"37","Registered Stock Brokers in equity segment","30","2","A.A.DOSHI SHARE & STOCK BROKERS LIMITED","A.A.DOSHI SHARE & STOCK BROKERS LIMITED","INB260639639","","","","","","","","","","","METROPOLITAN STOCK EXCHANGE","","","Dec 10, 2012 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"38","Registered Stock Brokers in equity segment","30","2","A.G. SHARES & SECURITIES LTD.","A.G. SHARES & SECURITIES LTD.","INZ000169733","compliance@agssl.in","007976568943","","SHOP NO 1, FIRST FLOOR 20/4,SHOP NO 1 MARUTI TOWER, SANJAY PLACE","","","","","","","INDIAN CLEARING CORPORATION LIMITED(ICCL)","compliance@agssl.in","007976568943","Nov 22, 1995 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"39","Registered Stock Brokers in equity segment","30","2","A.G. SHARES & SECURITIES LTD.","A.G. SHARES & SECURITIES LTD.","INZ000169733","compliance@agssl.in","007976568943","","SHOP NO 1, FIRST FLOOR 20/4,SHOP NO 1 MARUTI TOWER, SANJAY PLACE","","","","","","","NATIONAL STOCK EXCHANGE OF INDIA LIMITED","compliance@agssl.in","007976568943","Nov 22, 1995 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"40","Registered Stock Brokers in equity segment","30","2","A.G. SHARES & SECURITIES LTD.","A.G. SHARES & SECURITIES LTD.","INZ000169733","compliance@agssl.in","007976568943","","SHOP NO 1, FIRST FLOOR 20/4,SHOP NO 1 MARUTI TOWER, SANJAY PLACE","","","","","","","NSE Clearing Limited","compliance@agssl.in","007976568943","Nov 22, 1995 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"41","Registered Stock Brokers in equity segment","30","2","A.K. STOCKMART PRIVATE LIMITED","A.K. STOCKMART PRIVATE LIMITED","INB261269535","","","","","","","","","","","METROPOLITAN STOCK EXCHANGE","","","Apr 09, 2013 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"42","Registered Stock Brokers in equity segment","30","2","A.P.T. RESEARCH PRIVATE LIMITED","A.P.T. RESEARCH PRIVATE LIMITED","INZ000194330","accounts@aptportfolio.com","0919990214232","","UNIT NO. 303A, 303B, 304A & 304B THRID FLOOR TOWER A, WTC, GIFT CITY,BLOCK NO. -51, ROAD-5E, ZONE -5, GIFT CITY","","","","","","","INDIAN CLEARING CORPORATION LIMITED(ICCL)","accounts@aptportfolio.com","0919990214232","Jun 18, 2010 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"43","Registered Stock Brokers in equity segment","30","2","A.P.T. RESEARCH PRIVATE LIMITED","A.P.T. RESEARCH PRIVATE LIMITED","INZ000194330","accounts@aptportfolio.com","0919990214232","","UNIT NO. 303A, 303B, 304A & 304B THRID FLOOR TOWER A, WTC, GIFT CITY,BLOCK NO. -51, ROAD-5E, ZONE -5, GIFT CITY","","","","","","","BOMBAY STOCK EXCHANGE LIMITED","accounts@aptportfolio.com","0919990214232","Jun 18, 2010 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"44","Registered Stock Brokers in equity segment","30","2","AARAYAA FINSTOCK PVT LTD","AARAYAA FINSTOCK PVT LTD","INB010993337","","","","","","","","","","","BOMBAY STOCK EXCHANGE LIMITED","","","Jan 13, 1998 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"45","Registered Stock Brokers in equity segment","30","2","AARITYA BROKING PRIVATE LIMITED","AARITYA BROKING PRIVATE LIMITED","INZ000317632","vaibhav@aaritya.com","000809833611421","","3rd floor, Brigade Metropolis Summit B Whitefield, Mahadevpura","","","","","","","BOMBAY STOCK EXCHANGE LIMITED","vaibhav@aaritya.com","000809833611421","Apr 30, 2024 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"46","Registered Stock Brokers in equity segment","30","2","AARITYA BROKING PRIVATE LIMITED","AARITYA BROKING PRIVATE LIMITED","INZ000317632","vaibhav@aaritya.com","000809833611421","","3rd floor, Brigade Metropolis Summit B Whitefield, Mahadevpura","","","","","","","INDIAN CLEARING CORPORATION LIMITED(ICCL)","vaibhav@aaritya.com","000809833611421","Apr 30, 2024 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"47","Registered Stock Brokers in equity segment","30","2","AARITYA BROKING PRIVATE LIMITED","AARITYA BROKING PRIVATE LIMITED","INZ000317632","vaibhav@aaritya.com","000809833611421","","3rd floor, Brigade Metropolis Summit B Whitefield, Mahadevpura","","","","","","","NATIONAL STOCK EXCHANGE OF INDIA LIMITED","vaibhav@aaritya.com","000809833611421","Apr 30, 2024 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"48","Registered Stock Brokers in equity segment","30","2","AARITYA BROKING PRIVATE LIMITED","AARITYA BROKING PRIVATE LIMITED","INZ000317632","vaibhav@aaritya.com","000809833611421","","3rd floor, Brigade Metropolis Summit B Whitefield, Mahadevpura","","","","","","","NSE Clearing Limited","vaibhav@aaritya.com","000809833611421","Apr 30, 2024 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"49","Registered Stock Brokers in equity segment","30","2","AARNIK SECURITIES PVT. LTD.","AARNIK SECURITIES PVT. LTD.","INZ000291038","aarniksec@yahoo.co.in","9102222088750","","509,DALAMAL CHAMBERS 29,NEW MARINE LINES","","","","","","","NATIONAL STOCK EXCHANGE OF INDIA LIMITED","aarniksec@yahoo.co.in","9102222088750","Jun 27, 2000 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"50","Registered Stock Brokers in equity segment","30","2","AARNIK SECURITIES PVT. LTD.","AARNIK SECURITIES PVT. LTD.","INZ000291038","aarniksec@yahoo.co.in","9102222088750","","509,DALAMAL CHAMBERS 29,NEW MARINE LINES","","","","","","","NATIONAL STOCK EXCHANGE OF INDIA LIMITED","aarniksec@yahoo.co.in","9102222088750","Jun 27, 2000 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"51","Registered Stock Brokers in equity segment","30","3","AARUSH EQUITIES PRIVATE LIMITED","AARUSH EQUITIES PRIVATE LIMITED","INB011457539","","","","","","","","","","","BOMBAY STOCK EXCHANGE LIMITED","","","May 29, 2012 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"52","Registered Stock Brokers in equity segment","30","3","AARYA EQUITY (INDIA) PRIVATE LIMITED","AARYA EQUITY (INDIA) PRIVATE LIMITED","INB011413334","","","","","","","","","","","BOMBAY STOCK EXCHANGE LIMITED","","","Dec 09, 2010 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"53","Registered Stock Brokers in equity segment","30","3","AARYA EQUITY (INDIA) PRIVATE LIMITED","AARYA EQUITY (INDIA) PRIVATE LIMITED","INB231413338","","","","","","","","","","","NATIONAL STOCK EXCHANGE OF INDIA LIMITED","","","Oct 05, 2010 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"54","Registered Stock Brokers in equity segment","30","3","AASHVIK SECURITIES PRIVATE LIMITED","AASHVIK SECURITIES PRIVATE LIMITED","INZ000318434","prashantbisht@aashvikcapital.com","0919769793599","","111, ADITYA HERITAGE, FIRST FLOOR, MINDSPACE, BEHD INORBIT MALL, OFF MALAD LINK ROAD, MALAD (WEST)","","","","","","","NATIONAL STOCK EXCHANGE OF INDIA LIMITED","prashantbisht@aashvikcapital.com","0919769793599","Jun 26, 2024 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"55","Registered Stock Brokers in equity segment","30","3","ABANS BROKING SERVICES PVT LTD","ABANS BROKING SERVICES PVT LTD","INZ000032733","COMPLIANCE@ABANS.CO.IN","02261790000","","36,37,38, A 3RD FLOOR NARIMAN BHABAN BACKBAY RECLAMATION","","","","","","","NSE Clearing Limited","COMPLIANCE@ABANS.CO.IN","02261790000","Dec 24, 2015 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"56","Registered Stock Brokers in equity segment","30","3","ABANS BROKING SERVICES PVT LTD","ABANS BROKING SERVICES PVT LTD","INZ000032733","COMPLIANCE@ABANS.CO.IN","02261790000","","36,37,38, A 3RD FLOOR NARIMAN BHABAN BACKBAY RECLAMATION","","","","","","","NATIONAL STOCK EXCHANGE OF INDIA LIMITED","COMPLIANCE@ABANS.CO.IN","02261790000","Dec 24, 2015 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"57","Registered Stock Brokers in equity segment","30","3","ABANS BROKING SERVICES PVT LTD","ABANS BROKING SERVICES PVT LTD","INZ000032733","COMPLIANCE@ABANS.CO.IN","02261790000","","36,37,38, A 3RD FLOOR NARIMAN BHABAN BACKBAY RECLAMATION","","","","","","","BOMBAY STOCK EXCHANGE LIMITED","COMPLIANCE@ABANS.CO.IN","02261790000","Dec 24, 2015 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"58","Registered Stock Brokers in equity segment","30","3","ABANS SECURITIES LIMITED","ABANS SECURITIES LIMITED","INB261349436","","","","","","","","","","","METROPOLITAN STOCK EXCHANGE","","","Jan 17, 2013 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"59","Registered Stock Brokers in equity segment","30","3","ABANS SECURITIES LIMITED","ABANS SECURITIES LIMITED","INB011349439","","","","","","","","","","","BOMBAY STOCK EXCHANGE LIMITED","","","Oct 01, 2009 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
