"serial_no","email","domain","priority","recommended_segment","email_type","primary_category","categories","name","trade_name","contact_person","registration_no","city","state","telephone","website","address","source_urls","notes"
"1280","ajay@smcindiaonline.com","smcindiaonline.com","P1","recommended_first_wave","person_or_team_business_domain","Research Analyst","Research Analyst; Registered Stock Brokers in equity segment","SMC GLOBAL SECURITIES LTD","SMC GLOBAL (IFSC) PRIVATE LIMITED","","INH100001849; INZ000097436","MAIN PUSA ROAD","NEW DELHI","1130111000; 01130111000","","11/6B, SHANTI CHAMBERS, MAIN PUSA ROAD, NEW DELHI, 110005","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=14; https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30",""
"1283","ak@bnkcapital.com","bnkcapital.com","P1","recommended_first_wave","person_or_team_business_domain","Research Analyst","Research Analyst; Registered Stock Brokers in equity segment","BNK SECURITIES PVT LTD","BNK SECURITIES PVT LTD","BNK SECURITIES PVT LTD.","INH300003520; INZ000220037","KOLKATA","WEST BENGAL","03330028575; 0919831005413","","2, PALM AVENUE, MAYFAIR TOWERS, KOLKATA, WEST BENGAL, 700019","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=14; https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30",""
"1384","apexa@kifs.co.in","kifs.co.in","P1","recommended_first_wave","person_or_team_business_domain","Research Analyst","Research Analyst; Registered Stock Brokers in equity segment","KIFS Trade Capital Private Limited","KIFS TRADE CAPITAL PRIVATE LIMITED","Apeksha Modi","INH000012485; INZ000004234","GANDHINAGAR","GUJARAT","919909930692; 0919909930692","","Office Nos. PO6-01A, 01B & 01C, 6th Floor, WTC Tower-A, Block No. 51,, Road 5 E, Gift City,, GANDHINAGAR, GUJARAT, 382355","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=14; https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30",""
"1515","ccofspl@shoonya.com","shoonya.com","P1","recommended_first_wave","person_or_team_business_domain","Research Analyst","Research Analyst; Registered Stock Brokers in equity segment","FINVASIA SECURITIES PRIVATE LIMITED","FINVASIA SECURITIES PRIVATE LIMITED","Ramanjeet Kaur","INH000011927; INZ000176037","CHANDIGARH","CHANDIGARH","9101726670000; 0918288026102","","1108, Sector 21 B, CHANDIGARH, CHANDIGARH, 160055","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=14; https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30",""
"1519","centillion@centillioncap.com","centillioncap.com","P1","recommended_first_wave","person_or_team_business_domain","Research Analyst","Research Analyst; Registered Stock Brokers in equity segment","CENTILLION CAPITAL PRIVATE LIMITED","CENTILLION CAPITAL PRIVATE LIMITED","Vinod Aggarwal","INH000024541; INZ000168834","NEW DELHI","NATIONAL CAPITAL TERRITORY OF DELHI","00000000000000; 0919811051610","","1171/1172, 11th Floor, Aggarwal Millennium Tower-II , Netaji Subhash Place , Pitampura, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110034","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=14; https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30",""
"1550","cmp@prudentcorporate.com","prudentcorporate.com","P1","recommended_first_wave","person_or_team_business_domain","Research Analyst","Research Analyst; Registered Stock Brokers in equity segment","Prudent Corporate Advisory Services Limited","Prudent Corporate Advisory Services Limited","Archana Kapadiya","INH000018115; INZ000293634","AHMEDABAD","GUJARAT","0919925318837","","Prudent House Panjrapole Cross Road, Nr Polytechnic Ambawadi, AHMEDABAD, GUJARAT, 380015","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=14; https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30",""
"1551","co@ssjfinance.com","ssjfinance.com","P1","recommended_first_wave","person_or_team_business_domain","Research Analyst","Research Analyst; Registered Stock Brokers in equity segment","SSJ FINANCE & SECURITIES PVT LTD","SSJ FINANCE AND SECURITIES PRIVATE LIMITED","MR. RANJEET RAJARAM MORE","INH000001527; INZ000178436","MUMBAI","MAHARASHTRA","022 4300 8807; 912223633749","","1ST FLOOR, SURYA MAHAL, 5, BUJORJI BHARUCHA MARG, FORT,, MUMBAI, MAHARASHTRA, 400001","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=14; https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30",""
"1569","cs@bfsl.co.in","bfsl.co.in","P1","recommended_first_wave","person_or_team_business_domain","Research Analyst","Research Analyst; Registered Stock Brokers in equity segment","BgSE Financials Limited","BGSE FINANCIALS LIMITED","Vishal Solanki","INH200006789; INZ000095638","BANGALORE","KARNATAKA","919611805820; 0919611805820","","No.51, Stock Exchange Towers, 1st Cross, J.C.Road, BANGALORE, KARNATAKA, 560027","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=14; https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30",""
"1575","cspl@capstocks.com","capstocks.com","P1","recommended_first_wave","person_or_team_business_domain","Research Analyst","Research Analyst; Registered Stock Brokers in equity segment","CAPSTOCKS AND SECURITIES (INDIA) PRIVATE LIMITED","CAPSTOCKS & SECURITIES (INDIA) PVT. LTD.","Karthic BabuTRS","INH200003109; INZ000165931","THIRUVANANTHAPURAM","KERALA","919847730187; 0919847232322","","CAPSTOCKS TOWERS, T.C. 28/2023, THAKARAPARAMBU ROAD, FORT PO,, THIRUVANANTHAPURAM, KERALA, 695023","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=14; https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30",""
"1579","customersupport@uljk.in","uljk.in","P1","recommended_first_wave","role_generic","Research Analyst","Research Analyst; Registered Stock Brokers in equity segment","GAUTAM VORA - ULJK RESEARCH","U L J K SECURITIES PVT LTD","GAUTAM VORA","INH000006518; INZ000252037","MUMBAI","MAHARASHTRA","9102266510110","","1119,1120, BOMBAY STOCK EXCHANGE TOWER, DALAL STREET, MUMBAI, MAHARASHTRA, 400001","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=14; https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30",""
"1580","d_singh@ventura1.com","ventura1.com","P1","recommended_first_wave","person_or_team_business_domain","Research Analyst","Research Analyst; Registered Stock Brokers in equity segment","VENTURA SECURITIES LIMITED","VENTURA SECURITIES LIMITED","D P SINGH","INH000001634; INZ000194736","MUMBAI","MAHARASHTRA","02267547055; 912267547000","","E-DHANUR, 15, SIR P M ROAD, MUMBAI, MUMBAI, MAHARASHTRA, 400001","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=14; https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30",""
"1581","damanifinancial@hotmail.com","hotmail.com","P1","recommended_first_wave","personal_free_domain","Research Analyst","Research Analyst; Registered Stock Brokers in equity segment","Damani Financial Services Pvt Ltd","DAMANI FINANCIAL SERVICES PRIVATE LIMITED","Abhinav Damani","INH000006712; INZ000186736","MUMBAI","MAHARASHTRA","919004192288; 912222020682","","7 TH FLOOR MOTI MAHAL ,195 J TATA ROAD,CHURCHGATE, MUMBAI, MAHARASHTRA, 400020","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=14; https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30",""
"1587","deepakkedia@rathi.com","rathi.com","P1","recommended_first_wave","person_or_team_business_domain","Research Analyst","Research Analyst; Registered Stock Brokers in equity segment","ANAND RATHI SHARE AND STOCK BROKERS LIMITED","ANAND RATHI INTERNATIONAL VENTURES (IFSC) PRIVATE LIMITED","MR. DEEPAK KEDIA","INH000000834; INZ000292939; INZ000170832","MUMBAI","MAHARASHTRA","022 40013821; 02262817190; 0917498339752","","EXPRESS ZONE A- WING, 10TH FLOOR, WESTERN EXPRESS HIGHWAY, GOREGAON (EAST), MUMBAI, MAHARASHTRA, 400063","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=14; https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30",""
"1609","dharmesh@nayanmvala.com","nayanmvala.com","P1","recommended_first_wave","person_or_team_business_domain","Research Analyst","Research Analyst; Registered Stock Brokers in equity segment","NAYAN M. VALA SECURITIES PVT LTD","NAYAN M VALA SECURITIES PRIVATE LIMITED","MR. DHARMESH N. VALA","INH000000677; INZ000210233","MUMBAI","MAHARASHTRA","2226105974; 0919322295416","","403-404, COSMO COURT, ABOVE WAMAN HARI PETHE JEWELLERS,, S. V. RAOD, VILE PARLE (EAST),, MUMBAI, MAHARASHTRA, 400056","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=14; https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30",""
"1623","dinesh.tanwar@iiflw.com","iiflw.com","P1","recommended_first_wave","person_or_team_business_domain","Research Analyst","Research Analyst; Registered Stock Brokers in equity segment","360 ONE Distribution Services Limited","IIFL WEALTH DISTRIBUTION SERVICES LIMITED","Dinesh Tanwar","INH000011431; INZ000296339","MUMBAI","MAHARASHTRA","9102248765600","","360 ONE Centre, Kamla City, Senapati Bapat Marg Lower Parel, MUMBAI, MAHARASHTRA, 400013","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=14; https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30",""
"1674","exchange-communication@irage.in","irage.in","P1","recommended_first_wave","person_or_team_business_domain","Research Analyst","Research Analyst; Registered Stock Brokers in equity segment","Irage Broking Services LLP","IRAGE BROKING SERVICES LLP","Gaurav Raizada","INH000025425; INZ000011262","GANDHINAGAR","GUJARAT","0000000000000; 0919903048099","","Unit 1& 2, 17th Floor, Gift One Tower Road SC, Zone 5, Gift City, GANDHINAGAR, GUJARAT, 382050","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=14; https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30",""
"1688","finversecomp@centrum.co.in","centrum.co.in","P1","recommended_first_wave","person_or_team_business_domain","Research Analyst","Research Analyst; Registered Stock Brokers in equity segment","Centrum Finverse Limited","CENTRUM FINVERSE LIMITED","ROHIT JAIN","INH000018337; INZ000317534","MUMBAI","MAHARASHTRA","912242159486; 02242159000","","Centrum House, CST Road, Vidyanagari Marg, Kalina,, Santacruz East, MUMBAI, MAHARASHTRA, 400098","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=14; https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30",""
"1723","gitanjali.mehta@macquarie.com","macquarie.com","P1","recommended_first_wave","person_or_team_business_domain","Research Analyst","Research Analyst; Registered Stock Brokers in equity segment","MACQUARIE CAPITAL SECURITIES (INDIA) PVT. LTD.","MACQUARIE CAPITAL SECURITIES (INDIA) PRIVATE LIMITED","Gitanjali Mehta Chugh","INH000000545; INZ000243533","MUMBAI","MAHARASHTRA","02267204000; 9102267204327","","92, LEVEL 9, 2 NORTH AVENUE, MAKER MAXITY,, BANDRA KURLA COMPLEX,, MUMBAI, MAHARASHTRA, 400051","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=14; https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30",""
"1814","info@dhankisecurities.com","dhankisecurities.com","P1","recommended_first_wave","role_generic","Research Analyst","Research Analyst; Registered Stock Brokers in equity segment","DHANKI SECURITIES PRIVATE LIMITED","DHANKI SECURITIES PVT. LTD.","MR. BHARAT V DHANKI","INH000001550; INZ000237338","MUMBAI","MAHARASHTRA","022 61717585; 0919821030722","","302, HUBTOWN SOLARIS, N.S. PHADKE ROAD,, NEAR EAST WEST FLYOVER, ANDHERI (E),, MUMBAI, MAHARASHTRA, 400069","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=14; https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30",""
"1838","iniedcompl@morganstanley.com","morganstanley.com","P1","recommended_first_wave","person_or_team_business_domain","Research Analyst","Research Analyst; Registered Stock Brokers in equity segment","MORGAN STANLEY INDIA COMPANY PRIVATE LIMITED","MORGAN STANLEY INDIA COMPANY PRIVATE LIMITED","ANIL RAJPUT","INH000001105; INZ000244438","MUMBAI","MAHARASHTRA","022 6118 1507; 918655924780","","Altimus, Level 39,40, PandurangBudhkarMarg,Worli,, MUMBAI, MAHARASHTRA, 400018","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=14; https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30",""
"1883","javerifiscal@gmail.com","gmail.com","P1","recommended_first_wave","personal_free_domain","Research Analyst","Research Analyst; Registered Stock Brokers in equity segment","JAVERI FISCAL SERVICES LTD","JAVERI FISCAL SERVICES LTD.","HARSH JAVERI","INH000005537; INZ000186638","MUMBAI","MAHARASHTRA","9102266333467; 0919820023655","","PS-17, STOCK EXCHANGE, 2ND FLOOR, MUMBAI SAMACHAR MARG,, MUMBAI, MAHARASHTRA, 400001","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=14; https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30",""
"1907","jsbltd@yahoo.com","yahoo.com","P1","recommended_first_wave","personal_free_domain","Research Analyst","Research Analyst; Registered Stock Brokers in equity segment","Jupiter Stock Brokers Limited","JUPITER STOCK BROKERS LTD","Dhanesh Raheja","INH000013961; INZ000250436","MUMBAI","MAHARASHTRA","9102226495351","","506 SIMRAN PLAZA, 4TH ROAD, MUMBAI, MAHARASHTRA, 400052","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=14; https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30",""
